,ID,Name,Ori_Name,Egil_Saga,People_Of_Vatnsdal,People_Of_Laxardal,Bolli_Bollason_Tale,Hrafnkel_Frey_Godi,Confederates,Gisli_Sursson_Saga,Gunnlaug_Serpent_tongue,Ref_the_S,Vinland_Sagas,Greenlanders,Eirik_Red_Saga,Thorstein_Staff_struck,Halldor_Snorrason_II,Sarcastic_Halli,Thorstein_Shiver,Audun_From_West_Fjords,Story_wise_Icelander
2006,2006,Hallbera Þorfinnsdóttir,"Hallbera Þorfinnsdóttir, kona Þóris hasts, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2007,2007,Hallbera Þorgilsdóttir,"Hallbera Þorgilsdóttir, kona Gunnsteins Þórissonar á Einarsstöðum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2008,2008,Hallbera Þóroddsdóttir hjálms,"Hallbera Þóroddsdóttir hjálms, kona Eyjólfs Einarssonar (Valgerðarsonar), ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2009,2009,Hallbera Þorsteinsdóttir ok Ingigerðar,"Hallbera Þorsteinsdóttir ok Ingigerðar, abbadís á Reynistað, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2010,2010,Hallbjörg Bárðardóttir,"Hallbjörg Bárðardóttir, Höskuldssonar, kona Halls Víga-Styrssonar (Guðný), ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2011,2011,Hallbjörg Hafþórsdóttir,"Hallbjörg Hafþórsdóttir, Þorgeirssonar, kona Þórhalls yngra Eiðssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2012,2012,Hallbjörn Egilsson,"Hallbjörn Egilsson, á Egilsstöðum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2013,2013,Hallbjörn hali,"Hallbjörn hali, skáld, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2014,2014,Hallbjörn Hörðakappi,"Hallbjörn Hörðakappi, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2015,2015,Hallbjörn Hrómundarson,"Hallbjörn Hrómundarson, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2016,2016,Hallbjörn húfa,"Hallbjörn húfa, göngumaðr, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2017,2017,Hallbjörn inn sterki,"Hallbjörn inn sterki, í Eydölum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2018,2018,Hallbjörn Kotkelsson slíkisteinsauga,"Hallbjörn Kotkelsson slíkisteinsauga, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2019,2019,Hallbjörn Oddsson,"Hallbjörn Oddsson, frá Kiðjabergi, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2020,2020,Hallbjörn Oddsson,"Hallbjörn Oddsson, Þórormssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2021,2021,Hallbjörn Skarfsson inn hvíti,"Hallbjörn Skarfsson inn hvíti, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2022,2022,Hallbjörn skefill,"Hallbjörn skefill, ór Laxárdal, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2023,2023,Hallbjörn Úlfsson hálftröll,"Hallbjörn Úlfsson hálftröll, í Hrafnistu, ",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2024,2024,Hallbrandr Þórólfsson,"Hallbrandr Þórólfsson, sænskr maðr, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2025,2025,Halldís Erpsdóttir,"Halldís Erpsdóttir, kona Álfs Eysteinssonar í Dölum, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2026,2026,Halldís Óláfsdóttir,"Halldís Óláfsdóttir, frá Haukagili, kona Ingólfs ins fagra Þórsteinssonar, ",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2027,2027,Halldís Þorgrímsdóttir,"Halldís Þorgrímsdóttir, Harðrefssonar, kona Þorbjarnar Þjóðrekssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2028,2028,Halldís,"Halldís, kona Orms at Arnarstapa, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2029,2029,Halldóra Arnórsdóttir,"Halldóra Arnórsdóttir, kona Klaufa Þorvaldssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2030,2030,Halldóra Einarsdóttir Þveræings,"Halldóra Einarsdóttir Þveræings, kona Þórarins sælings Þórissonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2031,2031,Halldóra Geirmundardóttir,"Halldóra Geirmundardóttir, kona Þjóstólfs Bjarnarsonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2032,2032,Halldóra Gizurardóttir,"Halldóra Gizurardóttir, kona Bersa Halldórssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2033,2033,Halldóra Gunnsteinsdóttir,"Halldóra Gunnsteinsdóttir, kona Víga-Glúms Eyjólfssonar at Þverá, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2034,2034,Halldóra Hjaltadóttir,"Halldóra Hjaltadóttir, kona Magnúss byskups Gizurarsonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2035,2035,Halldóra Hrólfsdóttir ins auðga,"Halldóra Hrólfsdóttir ins auðga, kona Gizurar ins hvíta Teitssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2036,2036,Halldóra Húnröðardóttir (kona Hrafns Þorkelssonar háks),"Halldóra Húnröðardóttir (kona Hrafns Þorkelssonar háks), ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2037,2037,Halldóra Ormsdóttir,"Halldóra Ormsdóttir, kona Eilífs Valla-Brandssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2038,2038,Halldóra Refsdóttir ins gamla,"Halldóra Refsdóttir ins gamla, kona Sigfúss Elliða-Grímssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2039,2039,Halldóra Snorradóttir goða,"Halldóra Snorradóttir goða, kona Þorgeirs ór Ásgarðshólum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2040,2040,Halldóra Snorradóttir,"Halldóra Snorradóttir, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2041,2041,Halldóra Steinmóðsdóttir,"Halldóra Steinmóðsdóttir, kona Eilífs Ketilssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2042,2042,Halldóra Þórhallsdóttir,"Halldóra Þórhallsdóttir, kona Þorfinn Guðlaugssonar í Straumfirði, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2043,2043,Halldóra Þorkelsdóttir ins svarta,"Halldóra Þorkelsdóttir ins svarta, kona Vémundar kögurs, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2044,2044,Halldóra Þorvaldsdóttir,"Halldóra Þorvaldsdóttir, kona Ketils Þorlákssonar prests, lögsögumanns, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2045,2045,Halldóra,"Halldóra, dóttir Hallberu Önundardóttur, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2046,2046,Halldórr Ármóðsson,"Halldórr Ármóðsson, ór Þykkvaskógi, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2047,2047,Halldórr Arnljótsson,"Halldórr Arnljótsson, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2048,2048,Halldórr Egilsson,"Halldórr Egilsson, höfðingi í Borgarfirði, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2049,2049,Halldórr Guðmundarson,"Halldórr Guðmundarson, frá Möðruvöllum, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2050,2050,Halldórr Gunnbjarnarson,"Halldórr Gunnbjarnarson, landnm. í Laugardal vestra, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2051,2051,Halldórr Heðinsson Garpdalsgoði,"Halldórr Heðinsson Garpdalsgoði, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2052,2052,Halldórr Högnason,"Halldórr Högnason, í Stafangri, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2053,2053,Halldórr Höskuldsson,"Halldórr Höskuldsson, at Miklabæ, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2054,2054,Halldórr Illugason ins rauða,"Halldórr Illugason ins rauða, á Hólmi, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2055,2055,Halldórr Kollsson,"Halldórr Kollsson, í Höll, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2056,2056,Halldórr Kóreksson,"Halldórr Kóreksson, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2057,2057,Halldórr Óláfsson,"Halldórr Óláfsson, í Hjarðarhold, ",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2058,2058,Halldórr Örnólfsson (rangt Arnljótsson),"Halldórr Örnólfsson (rangt Arnljótsson), í Forsárskógum, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2059,2059,Halldórr Skeggjason,"Halldórr Skeggjason, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2060,2060,Hálldórr skvaldri,"Hálldórr skvaldri, skáld, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2061,2061,Halldórr Snorrason goða,"Halldórr Snorrason goða, í Hjarðarholti, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2062,2062,Halldórr stýrimaðr,"Halldórr stýrimaðr, fóstbróðir Barða, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2063,2063,Halldórr Þórarinsson ok Þraslaugar,"Halldórr Þórarinsson ok Þraslaugar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2064,2064,Halldórr Þorgeirsson,"Halldórr Þorgeirsson, at Hofi á Höfðaströnd, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2065,2065,Halldórr Þórisson,"Halldórr Þórisson, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2066,2066,Halldórr Þorleifsson,"Halldórr Þorleifsson, á Hólm látri, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2067,2067,Halldórr,"Halldórr, á Mel, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2068,2068,Halldórr,"Halldórr, bóndi á Ferjubakka, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2069,2069,Halldórr,"Halldórr, frændi Miðfjarðar-Skeggja, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2070,2070,Halldórr,"Halldórr, þræll Hjörleifs, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2071,2071,Hallerna,"Hallerna, móðir Arnheiðar Helgadóttur, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2072,2072,Hallfreðr Hallfreðarson vandræðaskálds,"Hallfreðr Hallfreðarson vandræðaskálds, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2073,2073,Hallfreðr Óttarsson vandræðaskáld,"Hallfreðr Óttarsson vandræðaskáld, ",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2074,2074,Hallfreðr,"Hallfreðr, landnm. at Hallfreðarstöðum, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2075,2075,Hallfríðr Ámundadóttir,"Hallfríðr Ámundadóttir, kona Þorgeirs (Þórarinssonar), ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
2076,2076,Hallfríðr Egilsdóttir,"Hallfríðr Egilsdóttir, fyrri kona Þorkels Geitissonar í Krossa-vík, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2077,2077,Hallfríðr Einarsdóttir,"Hallfríðr Einarsdóttir, kona Snorra goða, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2078,2078,Hallfríðr Eyjólfsdóttir,"Hallfríðr Eyjólfsdóttir, kona Finnboga Ásbjarnarsonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2079,2079,Hallfríðr Hallsdóttir,"Hallfríðr Hallsdóttir, Gizurarsonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2080,2080,Hallfríðr Snorradóttir,"Hallfríðr Snorradóttir, Þorfinnssonar, kona Runólfs Þorlákssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2081,2081,Hallfríðr Þorbjarnardóttir (sbr. Bjarnardóttir),"Hallfríðr Þorbjarnardóttir (sbr. Bjarnardóttir), talin kona Höskulds Dala-Kollssona, (réttara kona Bárðar Höskuldssonar, sbr. Ástríðr), ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2082,2082,Hallfríðr Þorkelsdóttir ins háva,"Hallfríðr Þorkelsdóttir ins háva, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2083,2083,Hallgeirr Örnólfsdóttir,"Hallgeirr Örnólfsdóttir, kona Steins ins danska Þorgilssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2084,2084,Hallgeirr Þorgeirsson,"Hallgeirr Þorgeirsson, á Forsvelli, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2085,2085,Hallgeirr,"Hallgeirr, landnm. í Hallgeirsey, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2086,2086,Hallgerðr Hólmsteinsdóttir,"Hallgerðr Hólmsteinsdóttir, kona Gríms Jónssonar í Hold, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2087,2087,Hallgerðr snúinbrók eða langbrók Höskuldsdóttir,"Hallgerðr snúinbrók eða langbrók Höskuldsdóttir, kona Gunnars Hámundarsonar, ",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2088,2088,Hallgerðr Tungu-Oddsdóttir,"Hallgerðr Tungu-Oddsdóttir, kona Hallbjarnar Oddssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2089,2089,Hallgerðr Vermundardóttir,"Hallgerðr Vermundardóttir, ins mjóva, kona Gísla Eyjólfssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2090,2090,Hallgerðr Þórálfsdóttir,"Hallgerðr Þórálfsdóttir, kona Geirs ins sterka í Keldudal, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2091,2091,Hallgerðr Þórólfsdóttir,"Hallgerðr Þórólfsdóttir, kona Bergþórs Kollssonar á Lundi, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2092,2092,Hallgerðr,"Hallgerðr, kona Eyjólfs ins auðga í Múla, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2093,2093,Hallgils Þorbrandsson,"Hallgils Þorbrandsson, ór Rauðaskriðu, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2094,2094,Hallgríma Gilsdóttir skeiðarnefs,"Hallgríma Gilsdóttir skeiðarnefs, kona Þrándar mjóbeins,",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2095,2095,Hallgríma Þorbj arnardóttír,"Hallgríma Þorbj arnardóttír, kona Klængs Örnólfssonar, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2096,2096,Hallgrímr Bárðarson sviðbálki,"Hallgrímr Bárðarson sviðbálki, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2097,2097,Hallgrímr Brynjólfsson ins gamla,"Hallgrímr Brynjólfsson ins gamla, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2098,2098,Hallgrímr Valbrandsson (Ásbrandsson),"Hallgrímr Valbrandsson (Ásbrandsson), ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2099,2099,Hallgrímr,"Hallgrímr, bróðir Lýtings á Sámsstöðum, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2100,2100,Hallgrímr,"Hallgrímr, víkingr, ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
2101,2101,Halli Hrólfsson,"Halli Hrólfsson, at Hrólfsstöðum, ",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
