Canonical_ID,Original_Name,Full_Name,Smiley_ID,Smiley_Name,URAP_ID,URAP_Name,Gender,Chapter,Page,Saga
1218,"Eyjólfr, ór Kárnsnesi, ",Eyjólfr,198,Eyjolf (at Karnsnes),:102,Eyjolf at Karnsnes,:1,:35,:244,:Vatnsdal
1228,"Eysteinn Erlendsson, erkibyskup í Niðarósi, ",Eysteinn Erlendsson,205,Eystein Erlendsson,:621,Archbishop Eystein,:1,:50,:374,:Laxdoela
1229,"Eysteinn fretr Hálfdanarson hvítbeins (Óláfsson), ",Eysteinn fretr Hálfdanarson hvítbeins (Óláfsson),207,Eysteinn Olafsson Fart (king),:5,Eystein Fart,:1,:1,:438,:Hrafnkel
1252,"Eyvindr Berðlu-Kárason lambi, ",Eyvindr Berðlu-Kárason lambi,211,Eyvind Lamb (son of Kari from Berle),:8,Eyvind Lamb Kari's son,:1,:-1,:-1,:Egil
1254,"Eyvindr Bjarnarson Austmaðr, ",Eyvindr Bjarnarson Austmaðr,212,Eyvind the Easterner,:333:47,Eyvind the Easterner,:1:1,:1:-1,:276:-1,:Laxdoela:Eyrbyggja
1255,"Eyvindr Bjarnason, farmaðr, ",Eyvindr Bjarnason,209,Eyvind Bjarnason (brother of Sam),:19,Eyvind,:1,:3,:439,:Hrafnkel
1258,"Eyvindr Finnsson skáldaspillir, ",Eyvindr Finnsson skáldaspillir,213,Eyvind the Plagiarist (poet. son of Finn the Squinter),:65,Eyvind the Plagiarist Finn's son,:1,:-1,:-1,:Egil
1270,"Eyvindr Özurarson skreyja, ",Eyvindr Özurarson skreyja,210,Eyvind Braggart (brother of Queen Gunnhild),:181,Eyvind Braggart,:1,:-1,:-1,:Egil
1272,"Eyvindr sörkvir, landnm. í Blöndudal, ",Eyvindr sörkvir,214,Eyvind the Proud,:59,Eyvind the Proud,:1,:17,:215,:Vatnsdal
1297,"Faravið, konungr af Kvenlandi, ",Faravið,215,Faravid (king of the Kven people),:52,"Faravid, King of Kven people",:1,:-1,:-1,:Egil
1300,"Faxa-Brandr, ",Faxa-Brandr,150,Brand (Faxi-Brand),:101,Brand Faxi-Brand,:1,:34,:243,:Vatnsdal
1312,"Finnbogi Ásbjarnarson inn rammi (Urðarköttr), á Borg í Víðidal, svo á Finnbogastöðum í Trékyllisvík, ",Finnbogi Ásbjarnarson inn rammi (Urðarköttr),220,Finnbogi Asbjarnarson the Mighty,:95,Finnbogi Asbjarnarson the Mighty,:1,:31,:239,:Vatnsdal
1327,"Finnr Eyvindarson inn skjálgi, ",Finnr Eyvindarson inn skjálgi,218,Finn the Squinter (son of Eyvind Lamb),:63,"Finn the Squinter Sigrid, Eyvind's son",:1,:-1,:-1,:Egil
1330,"Finnr Jörundarson (Þorfinnr), á Breiðabólstað í Vestrhópi, ",Finnr Jörundarson (Þorfinnr),906,Thorfinn (at Breidabolstad),:142,Thorfinn at Breidabolstad,:1,:47,:267,:Vatnsdal
1371,"Föstólfr, í Engihlíð (Fóstólfr), ",Föstólfr,221,Fostolf (brother of Throttolf),:141,Fostolf brother of Throttolf,:1,:47,:266,:Vatnsdal
1381,"Freyr, áss, ",Freyr,469,Hrolf (at Hrolfsstadir. father of Thord and Halli),:15,Frey,:2,:2,:439,:Hrafnkel
1386,"Friðgeirr Gyðuson, á Blindheimi, ",Friðgeirr Gyðuson,224,Fridgeir Gyduson (at Blindheim),:214,Fridgeir Gyduson,:1,:-1,:-1,:Egil
1393,"Friðmundr, landnm., í Forsæludal, ",Friðmundr,225,Fridmund (one of Ingimund Thorsteinsson's men),:45,Fridmund one of Ingimund Thorsteinsson's men,:1,:13,:209,:Vatnsdal
1396,"Friðrekr byskup, kristniboði, ",Friðrekr byskup,222,Frederick the Bishop,:135,Frederick the Bishop,:1,:46,:265,:Vatnsdal
1398,"Fróði Friðleifsson frækni, konungr, ",Fróði Friðleifsson frækni,227,Frodi the Valiant,:339,Frodi the Valient,:1,:1,:276,:Laxdoela
1403,"Fróði, einn af Gíslungum, ",Fróði,226,Frodi (foster-son of Eirik Blood-axe),:208,Frodi,:1,:-1,:-1,:Egil
1415,"Galti Óttarsson, bróðir Hallfreðar, ",Galti Óttarsson,228,Galti Ottarsson (brother of Hallfred the Troublesome Poet),:130,Galti Ottarsson brother of Hallfred the Troublesome Poet,:1,:45,:264,:Vatnsdal
1445,"Gautr, í Gautsdal, ",Gautr,230,Gaut (at Gautsdal; see also Thororm (friend of Eyvind the Proud)),:61,Gaut at Gautsdal friend of Eyvind the Proud,:1,:17,:216,:Vatnsdal
1481,"Geirmundr gnýr, hörzkr maðr, ",Geirmundr gnýr,237,Geirmund Thunder (follower of Earl Hakon the Powerful),:501,Geirmund Thunder,:1,:29,:322,:Laxdoela
1483,"Geirmundr Hjörsson heljarskinn, landnm. á Geirmundarstöðum á Skarðsströnd, ",Geirmundr Hjörsson heljarskinn,234,Giermund Hjorsson Dark-skin,:253,Geirmund Dark skin,:1,:-1,:-1,:Egil
1486,"Geirmundr Ingjaldsson, ",Geirmundr Ingjaldsson,235,Geirmund Ingjaldsson (foster-son of Thorkel Sursson),:65,Geirmund,:1,:10,:511,:Gisla
1489,"Geirmundr Sæmundarson suðreyska, ",Geirmundr Sæmundarson suðreyska,236,Geirmund Saemundarson,:24,Geirmund Saemundarson,:1,:10,:204,:Vatnsdal
1504,"Geirr Ketilsson inn auðgi, í Geirshlið, ",Geirr Ketilsson inn auðgi,231,Geir Ketilsson the Wealthy,:151,Geir Ketilsson,:1,:-1,:-1,:Egil
1515,"Geirríðr Þórólfsdóttir bægifóts, ",Geirríðr Þórólfsdóttir bægifóts,232, Geir Thorgilsson (from Vik) ,:53,Geirrid Thorolfsdottir,:2,:-1,:-1,:Eyrbyggja
1541,"Gellir Þorkelsson, Eyjólfssonar, á Helgafelli, ",Gellir Þorkelsson,241,Gellir Thorkelsson (son of Gudrun Osvifsdottir. a 'Confederate'),:656,Gellir,:1,:69,:404,:Laxdoela
1551,"Gestr Bjarnarson, í Hofgörðum, ",Gestr Bjarnarson,242,Gest Oddleifsson the Wise (at Hagi),:56,Gest,:1,:-1,:-1,:Eyrbyggja
1553,"Gestr Oddleifsson inn spaki, í Haga á Barðaströnd, ",Gestr Oddleifsson inn spaki,242,Gest Oddleifsson the Wise (at Hagi),:552:100,Gest Oddleifsson,:1:1,:33:6,:328:506,:Laxdoela:Gisla
1562,"Gilli inn gerzki, ",Gilli inn gerzki,244,Gilli the Russian (Irish 'gillae': a boy),:458,Gilli,:1,:12,:287,:Laxdoela
1576,"Gísli Súrsson, ",Gísli Súrsson,245,Gisli Sursson,:15:57,Gisli,:1:1,:2:-1,:501:-1,:Gisla:Eyrbyggja
1583,"Gísli Þorkelsson, í Súrnadal, ",Gísli Þorkelsson,246,Gisli Thorkelsson (Skerauki),:4,Gisli,:1,:1,:500,:Gisla
1591,"Gizurr inn hvíti Teitsson, Ketilbjarnarsonar á Mosfelli, ",Gizurr inn hvíti Teitsson,248,Gizur Teitsson the White,:601:59,Gizur the White,:1:1,:41:-1,:353:-1,:Laxdoela:Eyrbyggja
1593,"Gizurr ísleifsson byskup, ",Gizurr ísleifsson byskup,247,Gizur Isleifsson,:588,Bishop Gizur,:1,:40,:345,:Laxdoela
1599,"Gjaflaug Arnbjarnardóttir (Guðlaug, Þuríðr), kona Þorleiks Höskuldssonar, ",Gjaflaug Arnbjarnardóttir (Guðlaug Þuríðr),249,Gjaflaug Arnbjarnardottir (wife of Thorleik Hoskuldsson),:472,Gjaflaug,:0,:20,:303,:Laxdoela
1601,"Gjaflaug Kjallaksdóttir, jarls af Jamtalands kona Bjarnar ins austræna Ketilssonar, ",Gjaflaug Kjallaksdóttir,250,Gjaflaug Kjallaksdottir (wife of Bjorn the Easterner),:348:60,Gjaflaug,:0:2,:3:-1,:278:-1,:Laxdoela:Eyrbyggja
1608,"Glæðir, bróðursonr Þorgils gjallanda, ",Glæðir,251,Glaedir (son of Gudmund the Powerful's sister),:118,Glaedir son of Gudmund the Powerful's sister,:1,:44,:259,:Vatnsdal
1617,"Glúmr Geirason, skáld, ",Glúmr Geirason,253,Glum Geirason (poet),:550,Glum Geirason,:1,:32,:328,:Laxdoela
1621,"Glúmr Óspaksson, ",Glúmr Óspaksson,252,Glum (at Skridinsenni),:61,Glum,:1,:-1,:-1,:Eyrbyggja
1647,"Goðrekr, jarl í Norðimbralandi, ",Goðrekr,256,Godric (Earl in Northumbria),:190,Earl Godrek,:1,:-1,:-1,:Egil
1650,"Göngu-Hrólfr Rögnvaldsson (eða Öxna-Þórisson), jarl í Nórmandí, ",Göngu-Hrólfr Rögnvaldsson (eða Öxna-Þórisson),471,Hrolf Ox-Thorisson the Walker,:531,Hrolf the Walker,:1,:32,:327,:Laxdoela
1651,"Gormr inn gamli, Danakonungr, ",Gormr inn gamli,257,Gorm the Old,:176,King Gorm the Old,:1,:-1,:-1,:Egil
1659,"Grani, at Granastöðum, ",Grani,260,Grani at Granastadir (one of Skallagrim's men),:94:311,Grani at Granastadir,:1:1,:-1:-1,:-1:-1,:Egil:Egil
1669,"Grélöð Dungaðardóttir jarls, kona Þorfinns jarls hausakljúfs í Orkneyjum, ",Grélöð Dungaðardóttir jarls,261,Grelod (wife of Thorfinn Einarsson. Earl of the Orkney Islands),:366,Grelod,:0,:4,:278,:Laxdoela
1674,"Grettir Ásmundarson inn sterki, ",Grettir Ásmundarson inn sterki,262,Grettir Asmundarson the Strong,:577:84:62,Grettir the Strong,:1:1:1,:40:22:-1,:345:531:-1,:Laxdoela:Gisla:Eyrbyggja
1680,"Gríma, kona Kotkels, ",Gríma,275,Grima (wife of Kotkel),:562,Grima,:0,:35,:333,:Laxdoela
1683,"Grímarr Grímsson, at Grímarsstöðum, ",Grímarr Grímsson,276,Grimar Grimsson at Grimarsstadir,:115,Grimar Grimsson,:1,:-1,:-1,:Egil
1699,"Grímólfr, á Grímólfsstöðum, ",Grímólfr,278,Grimolf (one of Skallagrim's men),:95,Grimolf,:1,:-1,:-1,:Egil
1705,"Grímr Bárðarson, Brynjólfssonar, ",Grímr Bárðarson,266,Grim Bardarson,:48,"Grim Bard, Sigrid's son",:1,:-1,:-1,:Egil
1715,"Grímr Grímólfsson, af Ögðum, ",Grímr Grímólfsson,268,Grim Grimolfsson,:114,Grim Grimolfs son,:1,:-1,:-1,:Egil
1719,"Grímr Heggsson, ",Grímr Heggsson,269,Grim Heggsson,:157,Grim Heggason,:1,:-1,:-1,:Egil
1722,"Grímr Helguson, frá Kroppi, ",Grímr Helguson,267,Grim Eidsson (of As),:637,Grim,:1,:57,:383,:Laxdoela
1742,"Grímr loðinkinni Ketilsson hængs, í Hrafnistu, ",Grímr loðinkinni Ketilsson hængs,271,Grim Ketilsson Hairy-cheeks (from Hrafnista),:347:40,Grim Hairy Cheeks,:1:1,:-1:4,:-1:504,:Egil:Gisla
1754,"Grímr Svertingsson, at Mosfelli, ögsögumaðr, ",Grímr Svertingsson,272,Grim Svertingsson,:254,Grim Svertingsson,:1,:-1,:-1,:Egil
1768,"Grímr Þórisson inn háleygski, landnm. at Hvanneyri (Grímr Ingjaldsson), ",Grímr Þórisson inn háleygski,273,Grim Thorisson the Halogalander,:110:14,Grim Thorisson the Halagolander,:1:1,:-1:7,:-1:198,:Egil:Vatnsdal
1770,"Grímr Þorsteinsson þorskabíts, ",Grímr Þorsteinsson þorskabíts,263,Grim (helper of Ref the Sly),:63,Grim,:1,:-1,:-1,:Eyrbyggja
1771,"Grímr Þorsteinsson, á Borg, ",Grímr Þorsteinsson,274,Grim Thorsteinsson (Egilsson),:291,Grim Thorsteinsson,:1,:-1,:-1,:Egil
1773,"Grímr, at Torfustöðum, ",Grímr,265,Grim (one of Skallagrim's men),:96,Grim Grimolf's brother,:1,:-1,:-1,:Egil
1795,"Gríss Sæmingsson, ",Gríss Sæmingsson,280,Gris Saemingsson,:131,Gris Saemingsson,:1,:45,:264,:Vatnsdal
1796,"Gríss, bóndi í Hörgsdal, ",Gríss,279,Gris (one of Skallagrim's men),:103,Gris,:1,:-1,:-1,:Egil
1799,"Grjótgarðr Hákonarson Hlaðajarls, ",Grjótgarðr Hákonarson Hlaðajarls,281,Grjotgard (son of Earl Hakon of Lade),:32,Grjotgard Hakon of Lade's son,:1,:-1,:-1,:Egil
1805,"Gróa Dala-Kollsdóttir, kona Véleifs ins gamla, ",Gróa Dala-Kollsdóttir,283,Groa Dala-Kollsdottir (mother of Bersi the Dueller),:439,Groa,:0,:9,:285,:Laxdoela
1806,"Gróa Geirleifsdóttir, kona Óttars Bjarnarsonar, ",Gróa Geirleifsdóttir,284,Groa Geirmundardottir (Thunder),:64,Gro Geirleifsdottir,:2,:-1,:-1,:Eyrbyggja
1807,"Gróa Geirmundardóttir, ",Gróa Geirmundardóttir,284,Groa Geirmundardottir (Thunder),:504,Groa,:0,:30,:324,:Laxdoela
1818,"Gróa Þorsteinsdóttir, kona Dungaðar jarls á Katanesi, ",Gróa Þorsteinsdóttir,285,Groa Thorsteinsdottir (the Red),:365,Groa,:0,:4,:278,:Laxdoela
1821,"Gróa, á Gróustöðum í Vatnsdal, ",Gróa,282,Groa (sister of Thorey),:103,Groa sister of Thorey,:0,:36,:246,:Vatnsdal
1828,"Guðbrandr Þorsteinsson, á Hofi í Vatnsdal, ",Guðbrandr Þorsteinsson,286,Gudbrand Thorsteinsson (Ingimundarson),:90,Gudbrand Thorsteinsson Ingimundarson,:1,:29,:237,:Vatnsdal
1849,"Guðlaugr, systursonr Ósvífrs, ",Guðlaugr,287,Gudlaug (nephew of Osvif),:611,Gudlaug,:1,:48,:369,:Laxdoela
1855,"Guðleifr Gunnlaugsson ins auðga, ",Guðleifr Gunnlaugsson ins auðga,295,Gudrid (wife of Kolbein Flosason Lawspeaker),:66,Gudleif,:1,:-1,:-1,:Eyrbyggja
1860,"Guðmundr fylgdarmaðr Þorsteins surts, ",Guðmundr fylgdarmaðr Þorsteins surts,288,Gudmund (survivor of shipwreck),:466,Gudmund,:1,:18,:299,:Laxdoela
1863,"Guðmundr inn ríki Eyjólfsson á Möðruvöllum í Eyjafirði, ",Guðmundr inn ríki Eyjólfsson á Möðruvöllum í Eyjafirði,290,Gudmund Eyjolfsson the Powerful,:606:25:67,Gudmund the Powerful,:1:1:1,:41:10:-1,:353:204:-1,:Laxdoela:Vatnsdal:Eyrbyggja
1865,"Guðmundr Sölmundarson, í Ásbjarnarnesi, ",Guðmundr Sölmundarson,291,Gudmund Solmundarson (in Vididal),:270:505,Gudmund Solmundarson,:1:1,:-1:31,:-1:326,:Egil:Laxdoela
1870,"Guðný Bárðardóttir, ",Guðný Bárðardóttir,292,Gudny Bardardottir (daughter of Bard Hoskuldsson),:489,Gudny,:0,:25,:318,:Laxdoela
1876,"Guðný Þórólfsdóttir, fyrri kona Vermundar ins mjóva Þorgrímssonar, ",Guðný Þórólfsdóttir,292,Gudny Bardardottir (daughter of Bard Hoskuldsson),:68,Gudny,:2,:-1,:-1,:Eyrbyggja
1882,"Guðríðr Ingjaldsdóttir, fóstra Gísla Súrssonar, ",Guðríðr Ingjaldsdóttir,296,Gudrid Ingjaldsdottir (foster-daughter of Gisli Sursson),:66,Gudrid,:0,:10,:511,:Gisla
1888,"Guðríðr Þorsteinsdóttir surts, ",Guðríðr Þorsteinsdóttir surts,298,Gudrid Thorsteinsdottir (wife of Thorkel Scarf),:447,Gudrid,:0,:10,:285,:Laxdoela
1894,"Guðröðr Hálfdanarson ljómi, veiðikonungr, ",Guðröðr Hálfdanarson ljómi,299,Gudrod Halfdanarson the Hunting King,:3,Gudrod the Hunting King,:1,:1,:438,:Hrafnkel
1904,"Guðrún Gjúkadóttir, ",Guðrún Gjúkadóttir,315,Gunnhild (wife of Vestein Vesteinsson),:46,Gunnhild,:0,:4,:504,:Gisla
1907,"Guðrún Guðmundardóttir, kona Guðbrands á Guðbrandsstöðum, ",Guðrún Guðmundardóttir,303,Gudrun Gudmundardottir,:510,Gudrun,:0,:31,:326,:Laxdoela
1917,"Guðrún Óspaksdóttir, kona Þórarins Brandssonar, ",Guðrún Óspaksdóttir,304,Gudrun Ospaksdottir,:675,Gudrun,:1,:78,:420,:Laxdoela
1918,"Guðrún Ósvífrsdóttir, kona Þorvalds Halldórssonar, svo Þórðár Ingunnarsonar, þá Bolla Þorleikssonar ok loks Þorkels Eyjólfssonar, ",Guðrún Ósvífrsdóttir,305,Gudrun Osvifsdottir,:540,Gudrun,:0,:32,:327,:Laxdoela
1919,"Guðrún Sigmundardóttir, kona Koðráns Ormssonar, ",Guðrún Sigmundardóttir,306,Gudrun Sigmundardottir,:663,Gudrun Sigmundardottir,:1,:78,:420,:Laxdoela
1948,"Gunnarr Egilsson, Skalla-Grímssonar, ",Gunnarr Egilsson,309,Gunnar Egilsson (Skallagrimsson),:226,Gunnar Egilsson,:1,:-1,:-1,:Egil
1952,"Gunnarr Hlífarson, (líkl. Torf-Einarsdóttur jarls, ok Rauðsson Kjallakssonar, Kjarvalssonar Írakonungs), í Örnólfsdal, ",Gunnarr Hlífarson,311,Gunnar Hlifarson,:285:417,Gunnar Hlifarson,:1:1,:-1:7,:-1:282,:Egil:Laxdoela
1961,"Gunnarr Þiðrandabani, ",Gunnarr Þiðrandabani,312,Gunnar Thidrandabani,:653,Gunnar,:0,:67,:400,:Laxdoela
1983,"Gunnhildí Ozurardóttir konungamóðir, drottning Eiríks blóðöxar, ",Gunnhildí Ozurardóttir konungamóðir,318,Gunnhild Ozurardottir (queen. wife of Eirik Blood-axe),:141:468,Gunnhild Ozurardottir,:0:0,:-1:19,:-1:300,:Egil:Laxdoela
1986,"Gunnhildr Bjarnardóttir hölds, ",Gunnhildr Bjarnardóttir hölds,316,Gunnhild Bjarnardottir,:145,Gunnhild Bjornsdottir,:0,:-1,:-1,:Egil
1989,"Gunnhildr Hálfdan ár dóttir, kona Finns ins skjálga, ",Gunnhildr Hálfdan ár dóttir,317,Gunnhild Halfdanardottir (wife of Finn the Squinter),:64,Gunnhild Finn's wife,:0,:-1,:-1,:Egil
2002,"Gunnlaugr ormstunga Hrómundarson, á Gunnlaugsstöðum, ",Gunnlaugr ormstunga Hrómundarson,320,Gunnlaug Hromundarson,:200,Gunnlaug Hromundarson,:0,:-1,:-1,:Egil
2003,"Gunnlaugr ormstunga Illugason, skáld, ",Gunnlaugr ormstunga Illugason,321,Gunnlaug Illugason Serpent-tongue (poet),:302:383:72,Gunnlaug Illugason Serpent Tongue,:1:1:1,:-1:6:-1,:-1:280:-1,:Egil:Laxdoela:Eyrbyggja
2032,"Guttormr Sigurðarson hjartar Guðþormr), ",Guttormr Sigurðarson hjartar Guðþormr),323,Guttorm Sigurdarson,:104,Guttorm Sigudarson,:1,:-1,:-1,:Egil
2036,"Gyða Þórisdóttir, húsfreyja á Blindheimi, ",Gyða Þórisdóttir,325,Gyda Thorisdottir (sister of Arinbjorn),:222,Gyda Thorisdottir,:0,:-1,:-1,:Egil
2050,"Haddr Þorgeirsson þyrnifótar, ",Haddr Þorgeirsson þyrnifótar,326,Hadd Thorgeirsson,:147,Hadd Thorgeirsson,:1,:-1,:-1,:Egil
2086,"Hákon Aðalsteinsfóstri inn góði Haraldsson hárfagra, Noregs-konungr, ",Hákon Aðalsteinsfóstri inn góði Haraldsson hárfagra,329,Hakon Haraldsson the Good,:186:430,Hakon the Good,:1:1,:-1:9,:-1:284,:Egil:Laxdoela
2089,"Hákon Grjótgarðsson inn gamli, Hhðajarl, ",Hákon Grjótgarðsson inn gamli,328,Hakon (Earl of Lade),:31,Hakon of Lade Harald's Earl,:1,:-1,:-1,:Egil
2093,"Hákon Sigurðarson inn ríki, Hlaðajarl, ",Hákon Sigurðarson inn ríki,330,Hakon Sigurdarson the Earl/the Powerful,:502:36,Earl Hakon the Powerful,:1:1,:29:-1,:322:-1,:Laxdoela:Eyrbyggja
2100,"Hálfdan Eysteinsson inn gamli, inn mildi ok inn matarilli, Upplendingakonungr, ",Hálfdan Eysteinsson inn gamli,331,Halfdan Eysteinsson the Mild and Meal-stingy (king),:4,Halfdan the Mild and Meal-stingy,:1,:1,:438,:Hrafnkel
2101,"Hálfdan Guðröðarson svarti, Upplendingakonungr, ",Hálfdan Guðröðarson svarti,333,Halfdan Gudrodarson the Black (King of Norway) ,:22:2,Halfdan the Black Harald's father,:1:1,:-1:1,:-1:438,:Egil:Hrafnkel
2103,"Hálfdan hvítbeinn Óláfsson, Upplendingakonungr, ",Hálfdan hvítbeinn Óláfsson,334,Halfdan Olafsson White-leg (King of Norway),:232,Halfdan White-leg,:1,:-1,:-1,:Egil
2110,"Halla Gestsdóttir, Oddleifssonar, kona Snorra Dala-Álfssonar, ",Halla Gestsdóttir,340,Halla (mother of Thorgils Holluson),:632,Halla,:1,:57,:383,:Laxdoela
2120,"Hallaðr Rögnvaldsson jarl, í Orkneyjum, ",Hallaðr Rögnvaldsson jarl,342,Hallad Rognvaldsson,:22,Hallad Rognvaldsson,:1,:9,:203,:Vatnsdal
2130,"Hallbera Snorradóttir goða, kona Þórðar Sturlusonar, ",Hallbera Snorradóttir goða,343,Hallbera (mother of Gudmund the Powerful),:78,Hallbera,:2,:-1,:-1,:Eyrbyggja
2133,"Hallbera Úlfsdóttir ins óarga, kona Brunda-Bjálfa, ",Hallbera Úlfsdóttir ins óarga,344,Hallbera (mother of Kveldulf),:3,Hallbera Ulf's mother,:0,:-1,:-1,:Egil
2137,"Hallbera Þóroddsdóttir hjálms, kona Eyjólfs Einarssonar (Valgerðarsonar), ",Hallbera Þóroddsdóttir hjálms,343,Hallbera (mother of Gudmund the Powerful),:27,Hallbera mother of Gudmund the Powerful,:0,:10,:204,:Vatnsdal
2145,"Hallbjörn húfa, göngumaðr, ",Hallbjörn húfa,345,Hallbjorn (a wanderer),:93,Hallbjorn,:1,:28,:541,:Gisla
2147,"Hallbjörn Kotkelsson slíkisteinsauga, ",Hallbjörn Kotkelsson slíkisteinsauga,347,Hallbjorn Kotkelsson Slickstone-eye,:563,Hallbjorn Slickstone-eye,:1,:35,:333,:Laxdoela
2152,"Hallbjörn Úlfsson hálftröll, í Hrafnistu, ",Hallbjörn Úlfsson hálftröll,346,Hallbjorn Half-troll (from Hrafnista),:5:43,Hallbjorn Half-troll from Hrafnista,:1:1,:-1:4,:-1:504,:Egil:Gisla
2155,"Halldís Erpsdóttir, kona Álfs Eysteinssonar í Dölum, ",Halldís Erpsdóttir,349,Halldis Erpsdottir,:389,Halldis,:0,:6,:280,:Laxdoela
2156,"Halldís Óláfsdóttir, frá Haukagili, kona Ingólfs ins fagra Þórsteinssonar, ",Halldís Óláfsdóttir,350,Halldis Olafsdottir (wife of Ingolf Thorsteinsson),:107,Halldis Olafsdottir wife of Ingolf Thorsteinsson,:0,:38,:250,:Vatnsdal
2170,"Halldóra Snorradóttir goða, kona Þorgeirs ór Ásgarðshólum, ",Halldóra Snorradóttir goða,354, Halldor Snorrason (the Godi) ,:80,Halldora Snorradottir,:2,:-1,:-1,:Eyrbyggja
2177,"Halldórr Ármóðsson, ór Þykkvaskógi, ",Halldórr Ármóðsson,353,Halldor Olafsson (Peacock),:556,Halldor,:1,:33,:328,:Laxdoela
2180,"Halldórr Guðmundarson, frá Möðruvöllum, ",Halldórr Guðmundarson,354,Halldor Snorrason (the Godi),:605,Hall,:1,:41,:353,:Laxdoela
2182,"Halldórr Heðinsson Garpdalsgoði, ",Halldórr Heðinsson Garpdalsgoði,355,Halldor the Godi of Garpsdal,:559,Halldor the Godi of Garpsdal,:1,:34,:332,:Laxdoela
2188,"Halldórr Óláfsson, í Hjarðarhold, ",Halldórr Óláfsson,353,Halldor Olafsson (Peacock),:262:496:79,Halldor Olafsson,:1:1:1,:-1:28:-1,:-1:321:-1,:Egil:Laxdoela:Eyrbyggja
2205,"Hallfreðr Óttarsson vandræðaskáld, ",Hallfreðr Óttarsson vandræðaskáld,357,Hallfred Ottarsson the Troublesome Poet (main character in The Saga of Hallfred the Troublesome Poet),:595:56,Hallfred the Troublesome Poet,:1:1,:40:16,:347:214,:Laxdoela:Vatnsdal
2206,"Hallfreðr, landnm. at Hallfreðarstöðum, ",Hallfreðr,356,Hallfred at Hallfredarstadir (father of Hrafnkel Frey's Godi),:7,Hallfred,:1,:1,:438,:Hrafnkel
2220,"Hallgerðr snúinbrók eða langbrók Höskuldsdóttir, kona Gunnars Hámundarsonar, ",Hallgerðr snúinbrók eða langbrók Höskuldsdóttir,360,Hallgerd Hoskuldsdottir Long-legs,:437,Hallgerd,:0,:9,:284,:Laxdoela
2235,"Halli Hrólfsson, at Hrólfsstöðum, ",Halli Hrólfsson,362,Halli Hrolfsson,:42,Halli,:1,:14,:457,:Hrafnkel
2244,"Halli Þorsteinsson, at Borg, ",Halli Þorsteinsson,363,Halli Thorsteinsson (Egilsson),:296,Halli Thorsteinsson,:1,:-1,:-1,:Egil
2246,"Halli, berserkr, ",Halli,361,Halli (Sarcastic Halli),:289,Halli,:1,:-1,:-1,:Eyrbyggja
2265,"Hallormr, á Kárnsá (sbr. Klakka-Ormr), ",Hallormr,366,Hallorm (son-in-law of Ingimund Thorsteinsson; see also Klakka-Orm),:71,Hallorm son-in-law of Ingimund Thorsteinsson see also Klakka-Orm,:1,:21,:221,:Vatnsdal
2271,"Hallr Guðmundarson, í Ásbjarnarnesi, ",Hallr Guðmundarson,336,Hall Gudmundarson,:271:506,Hall Godmundsson,:1:1,:-1:31,:-1:326,:Egil:Laxdoela
2280,"Hallr Víga-Styrsson, ",Hallr Víga-Styrsson,338,Hall Styrsson (son of Killer-Styr),:490:77,Hall,:1:1,:25:-1,:318:-1,:Laxdoela:Eyrbyggja
2282,"Hallr Þorsteinsson, á Hofi ok Þváttá (Síðu-Hallr), ",Hallr Þorsteinsson,339,Hall Thorsteinsson of Sida,:600,Hall of Sida,:1,:41,:352,:Laxdoela
2286,"Hallr, bróðir Ingjalds Sauðeyjargoða, ",Hallr,335,Hall (of Saudeyjar),:463,Hall,:1,:14,:290,:Laxdoela
2293,"Hallsteinn inn breiðdælski, á Víðivöllum, ",Hallsteinn inn breiðdælski,367,Hallstein (at Vidivellir. father of Snorri and Sighvat),:39,Hallstein,:1,:14,:457,:Hrafnkel
2296,"Hallsteinn Þorbjarnarson ins digra, ",Hallsteinn Þorbjarnarson ins digra,367,Hallstein (at Vidivellir. father of Snorri and Sighvat),:81,Hallstein Thorbjornsson,:1,:-1,:-1,:Eyrbyggja
2297,"Hallsteinn Þórólfsson Þorskafjarðargoði, ",Hallsteinn Þórólfsson Þorskafjarðargoði,369,Hallstein the Godi (at Hallsteinsnes),:560:82,Hallstein the Godi,:1:1,:34:-1,:333:-1,:Laxdoela:Eyrbyggja
2304,"Hallvarðr harðfari, ",Hallvarðr harðfari,371,Hallvard Travel-hard (from Hising),:54,Hallvard Travel-hard,:1,:-1,:-1,:Egil
2311,"Hallvarðr, faðir Más, ",Hallvarðr,370,Hallvard (Gisli Sursson's farmhand),:68:264,Hallvard,:1:1,:11:-1,:512:-1,:Gisla:Eyrbyggja
2344,"Haraldr Eiríksson gráfeldr, Noregskonungr, ",Haraldr Eiríksson gráfeldr,374,Harald Eiriksson (Gunnhildarson) Grey-cloak,:205:467,Harald Eiriksson Greycloak,:1:1,:-1:19,:-1:300,:Egil:Laxdoela
2345,"Haraldr Gormsson blátönn, Danakonungr, ",Haraldr Gormsson blátönn,375,Harald Gormsson,:175,Harald Gormsson,:1,:-1,:-1,:Egil
2349,"Haraldr Hálfdanarson inn hárfagri, Noregskonungr, ",Haraldr Hálfdanarson inn hárfagri,376,Harald Halfdanarson Fair-hair,:21:347:18:1:83,King Harald Fair-hair,:1:1:1:1:1,:-1:2:8:1:-1,:-1:276:201:438:-1,:Egil:Laxdoela:Vatnsdal:Hrafnkel:Eyrbyggja
