Canonical_ID,Original_Name,Full_Name,Smiley_ID,Smiley_Name,URAP_ID,URAP_Name,Gender,Chapter,Page,Saga
2206,"Hallfreðr, landnm. at Hallfreðarstöðum, ",Hallfreðr,356,Hallfred at Hallfredarstadir (father of Hrafnkel Frey's Godi),:7,Hallfred,:1,:1,:438,:Hrafnkel
2207,"Hallfríðr Ámundadóttir, kona Þorgeirs (Þórarinssonar), ",Hallfríðr Ámundadóttir,,,,,,,,
2208,"Hallfríðr Bjarnardóttir, ",Hallfríðr Bjarnardóttir,,,,,,,,
2209,"Hallfríðr Egilsdóttir, fyrri kona Þorkels Geitissonar í Krossa-vík, ",Hallfríðr Egilsdóttir,,,,,,,,
2210,"Hallfríðr Einarsdóttir, kona Snorra goða, ",Hallfríðr Einarsdóttir,,,,,,,,
2211,"Hallfríðr Eyjólfsdóttir, kona Finnboga Ásbjarnarsonar, ",Hallfríðr Eyjólfsdóttir,,,,,,,,
2212,"Hallfríðr Hallsdóttir, Gizurarsonar, ",Hallfríðr Hallsdóttir,,,,,,,,
2213,"Hallfríðr Snorradóttir, Þorfinnssonar, kona Runólfs Þorlákssonar, ",Hallfríðr Snorradóttir,,,,,,,,
2214,"Hallfríðr Þorbjarnardóttir (sbr. Bjarnardóttir), talin kona Höskulds Dala-Kollssona, (réttara kona Bárðar Höskuldssonar, sbr. Ástríðr), ",Hallfríðr Þorbjarnardóttir (sbr. Bjarnardóttir),,,,,,,,
2215,"Hallfríðr Þorkelsdóttir ins háva, ",Hallfríðr Þorkelsdóttir ins háva,,,,,,,,
2216,"Hallgeirr Örnólfsdóttir, kona Steins ins danska Þorgilssonar, ",Hallgeirr Örnólfsdóttir,,,,,,,,
2217,"Hallgeirr Þorgeirsson, á Forsvelli, ",Hallgeirr Þorgeirsson,,,,,,,,
2218,"Hallgeirr, landnm. í Hallgeirsey, ",Hallgeirr,,,,,,,,
2219,"Hallgerðr Hólmsteinsdóttir, kona Gríms Jónssonar í Hold, ",Hallgerðr Hólmsteinsdóttir,,,,,,,,
2220,"Hallgerðr snúinbrók eða langbrók Höskuldsdóttir, kona Gunnars Hámundarsonar, ",Hallgerðr snúinbrók eða langbrók Höskuldsdóttir,360,Hallgerd Hoskuldsdottir Long-legs,:437,Hallgerd,:0,:9,:284,:Laxdoela
2221,"Hallgerðr Tungu-Oddsdóttir, kona Hallbjarnar Oddssonar, ",Hallgerðr Tungu-Oddsdóttir,,,,,,,,
2222,"Hallgerðr Vermundardóttir, ins mjóva, kona Gísla Eyjólfssonar, ",Hallgerðr Vermundardóttir,,,,,,,,
2223,"Hallgerðr Þórálfsdóttir, kona Geirs ins sterka í Keldudal, ",Hallgerðr Þórálfsdóttir,,,,,,,,
2224,"Hallgerðr Þórólfsdóttir, kona Bergþórs Kollssonar á Lundi, ",Hallgerðr Þórólfsdóttir,,,,,,,,
2225,"Hallgerðr, kona Eyjólfs ins auðga í Múla, ",Hallgerðr,,,,,,,,
2226,"Hallgils Þorbrandsson, ór Rauðaskriðu, ",Hallgils Þorbrandsson,,,,,,,,
2227,"Hallgríma Gilsdóttir skeiðarnefs, kona Þrándar mjóbeins,",Hallgríma Gilsdóttir skeiðarnefs,,,,,,,,
2228,"Hallgríma Þorbj arnardóttír, kona Klængs Örnólfssonar, ",Hallgríma Þorbj arnardóttír,,,,,,,,
2229,"Hallgrímr Ásbrandsson, ",Hallgrímr Ásbrandsson,,,,,,,,
2230,"Hallgrímr Bárðarson sviðbálki, ",Hallgrímr Bárðarson sviðbálki,,,,,,,,
2231,"Hallgrímr Brynjólfsson ins gamla, ",Hallgrímr Brynjólfsson ins gamla,,,,,,,,
2232,"Hallgrímr Valbrandsson (Ásbrandsson), ",Hallgrímr Valbrandsson (Ásbrandsson),,,,,,,,
2233,"Hallgrímr, bróðir Lýtings á Sámsstöðum, ",Hallgrímr,,,,,,,,
2234,"Hallgrímr, víkingr, ",Hallgrímr,,,,,,,,
2235,"Halli Hrólfsson, at Hrólfsstöðum, ",Halli Hrólfsson,362,Halli Hrolfsson,:42,Halli,:1,:14,:457,:Hrafnkel
2236,"Halli inn digri, at Öngulstöðum, ",Halli inn digri,,,,,,,,
2237,"Halli inn rauði, ",Halli inn rauði,,,,,,,,
2238,"Halli Önundarson inn sterki, ",Halli Önundarson inn sterki,,,,,,,,
2239,"Halli Ormsson, ",Halli Ormsson,,,,,,,,
2240,"Halli Sigmundarson, at Klaufabrekkum, (Eyglu-Halli, Hreðu-Halli), ",Halli Sigmundarson,,,,,,,,
2241,"Halli Sigurðarson, ",Halli Sigurðarson,,,,,,,,
2242,"Halli skáld, ",Halli skáld,,,,,,,,
2243,"Halli Þorbjarnarson inn hvíti, at Jórunnarstöðum, ",Halli Þorbjarnarson inn hvíti,,,,,,,,
2244,"Halli Þorsteinsson, at Borg, ",Halli Þorsteinsson,363,Halli Thorsteinsson (Egilsson),:296,Halli Thorsteinsson,:1,:-1,:-1,:Egil
2245,"Halli, at Kroppi, ",Halli,,,,,,,,
2246,"Halli, berserkr, ",Halli,361,Halli (Sarcastic Halli),:289,Halli,:1,:-1,:-1,:Eyrbyggja
2247,"Halli, fylgdarmaðr Illuga, ",Halli,,,,,,,,
2248,"Halli, stafnbúi Snæúlfs, ",Halli,,,,,,,,
2249,"Hallkatla Bjarnardóttir, kona Ásmundar Þorfinnssonar, ",Hallkatla Bjarnardóttir,,,,,,,,
2250,"Hallkatla Einarsdóttir, kona Hrafns Sveinbjarnarsonar, ",Hallkatla Einarsdóttir,,,,,,,,
2251,"Hallkatla Hrafnsdóttir, fylgikona Jóns prests Pétrssonar, ",Hallkatla Hrafnsdóttir,,,,,,,,
2252,"Hallkatla Þiðrandadóttir, kona Geitis í Krossavík, ",Hallkatla Þiðrandadóttir,,,,,,,,
2253,"Hallkatla, skessa, móðir Geirnefju, ",Hallkatla,,,,,,,,
2254,"Hallkell Ávaldason, hellismaðr, ",Hallkell Ávaldason,,,,,,,,
2255,"Hallkell Hallkelsson, ",Hallkell Hallkelsson,,,,,,,,
2256,"Hallkell Hrosskelsson, á Hallkelsstöðum, ",Hallkell Hrosskelsson,,,,,,,,
2257,"Hallkell í Hólum í Laugardal ok á Hrafnabjörgum, leysingi Ketilbjarnar ins gamla (Hallketill), ",Hallkell í Hólum í Laugardal ok á Hrafnabjörgum,,,,,,,,
2258,"Hallkell Oddsson, frá Kiðjabergi (Hallkelsson), ",Hallkell Oddsson,,,,,,,,
2259,"Hallkell Skarfsson, í Kirkjubæ, ",Hallkell Skarfsson,,,,,,,,
2260,"Hallkell, bróðir Lýtings á Sámsstöðum (Hallsteinn), ",Hallkell,,,,,,,,
2261,"Hallkell, landnm. undir Hallkelshólum, hálfbróðir Ketilbjarnar ins gamla, ",Hallkell,,,,,,,,
2262,"Hallketill, ",Hallketill,,,,,,,,
2263,"Hallmundr Brandsson, jötunn í Balljökli, vinr Grettis (Loftr), ",Hallmundr Brandsson,,,,,,,,
2264,"Hallmundr, af Fitjum, ",Hallmundr,,,,,,,,
2265,"Hallormr, á Kárnsá (sbr. Klakka-Ormr), ",Hallormr,366,Hallorm (son-in-law of Ingimund Thorsteinsson; see also Klakka-Orm),:71,Hallorm son-in-law of Ingimund Thorsteinsson see also Klakka-Orm,:1,:21,:221,:Vatnsdal
2266,"Hallr Bárðarson Mjódælingr, ",Hallr Bárðarson Mjódælingr,,,,,,,,
2267,"Hallr Bjarnason, Hallkelssonar, ",Hallr Bjarnason,,,,,,,,
2268,"Hallr Eldjárnsson, Arnórssonar, ",Hallr Eldjárnsson,,,,,,,,
2269,"Hallr Geirólfsson, ",Hallr Geirólfsson,,,,,,,,
2270,"Hallr Gizurarson, lögsögumaðr ok ábóti, ",Hallr Gizurarson,,,,,,,,
2271,"Hallr Guðmundarson, í Ásbjarnarnesi, ",Hallr Guðmundarson,336,Hall Gudmundarson,:271:506,Hall Godmundsson,:1:1,:-1:31,:-1:326,:Egil:Laxdoela
2272,"Hallr Gunnsteinsson, prestr á Staðarhóli, ",Hallr Gunnsteinsson,,,,,,,,
2273,"Hallr Helgason goðlauss, landnm. í Múla á Kjalarnesi, ",Hallr Helgason goðlauss,,,,,,,,
2274,"Hallr Hrafnsson ábóti, ",Hallr Hrafnsson ábóti,,,,,,,,
2275,"Hallr kappi, ",Hallr kappi,,,,,,,,
2276,"Hallr Órækjuson ok Ingileifar, ",Hallr Órækjuson ok Ingileifar,,,,,,,,
2277,"Hallr Ótryggsson ór Ózlu, ",Hallr Ótryggsson ór Ózlu,,,,,,,,
2278,"Hallr Styrmisson, at Ásgeirsá, ",Hallr Styrmisson,,,,,,,,
2279,"Hallr Teitsson byskupsefni, í Haukadal, ",Hallr Teitsson byskupsefni,,,,,,,,
2280,"Hallr Víga-Styrsson, ",Hallr Víga-Styrsson,338,Hall Styrsson (son of Killer-Styr),:490:77,Hall,:1:1,:25:-1,:318:-1,:Laxdoela:Eyrbyggja
2281,"Hallr Þórarinsson, í Haukadal, ",Hallr Þórarinsson,,,,,,,,
2282,"Hallr Þorsteinsson, á Hofi ok Þváttá (Síðu-Hallr), ",Hallr Þorsteinsson,339,Hall Thorsteinsson of Sida,:600,Hall of Sida,:1,:41,:352,:Laxdoela
2283,"Hallr, á Hofstöðum í Þorskafirði (Hof-Hallr), ",Hallr,,,,,,,,
2284,"Hallr, at Sólarfjöllum, ",Hallr,,,,,,,,
2285,"Hallr, bóndi at Sandfelli, ",Hallr,,,,,,,,
2286,"Hallr, bróðir Ingjalds Sauðeyjargoða, ",Hallr,335,Hall (of Saudeyjar),:463,Hall,:1,:14,:290,:Laxdoela
2287,"Hallr, heimamaðr í Brattahlíð, ",Hallr,,,,,,,,
2288,"Hallr, húskarl at Kálfsstöðum, ",Hallr,,,,,,,,
2289,"Hallsteinn Atlason,",Hallsteinn Atlason,,,,,,,,
2290,"Hallsteinn Gnúpsson, á Hjalla, ",Hallsteinn Gnúpsson,,,,,,,,
2291,"Hallsteinn hestr, í Súrnadal, ",Hallsteinn hestr,,,,,,,,
2292,"Hallsteinn Hrómundarson, ",Hallsteinn Hrómundarson,,,,,,,,
2293,"Hallsteinn inn breiðdælski, á Víðivöllum, ",Hallsteinn inn breiðdælski,367,Hallstein (at Vidivellir. father of Snorri and Sighvat),:39,Hallstein,:1,:14,:457,:Hrafnkel
2294,"Hallsteinn landnm. á Framnesi á Eyrarbakka, ",Hallsteinn landnm. á Framnesi á Eyrarbakka,,,,,,,,
2295,"Hallsteinn Þengilsson skáld, í Höfða, ",Hallsteinn Þengilsson skáld,,,,,,,,
2296,"Hallsteinn Þorbjarnarson ins digra, ",Hallsteinn Þorbjarnarson ins digra,367,Hallstein (at Vidivellir. father of Snorri and Sighvat),:81,Hallstein Thorbjornsson,:1,:-1,:-1,:Eyrbyggja
2297,"Hallsteinn Þórólfsson Þorskafjarðargoði, ",Hallsteinn Þórólfsson Þorskafjarðargoði,369,Hallstein the Godi (at Hallsteinsnes),:560:82,Hallstein the Godi,:1:1,:34:-1,:333:-1,:Laxdoela:Eyrbyggja
2298,"Hallsteinn, bróðir Lýtings á Sámsstöðum (Hallkell), ",Hallsteinn,,,,,,,,
2299,"Hallsteinn, í Jórvík, ",Hallsteinn,,,,,,,,
2300,"Hallvarðr Arnórsson farmaðr, ",Hallvarðr Arnórsson farmaðr,,,,,,,,
2301,"Hallvarðr Austmaðr, ",Hallvarðr Austmaðr,,,,,,,,
2302,"Hallvarðr Hallkelsson (réttara Hallvarðr Þorsteinsson, Hallkelssonar), ",Hallvarðr Hallkelsson (réttara Hallvarðr Þorsteinsson Hallkelssonar),,,,,,,,
2303,"Hallvarðr háls, Austmaðr, ",Hallvarðr háls,,,,,,,,
2304,"Hallvarðr harðfari, ",Hallvarðr harðfari,371,Hallvard Travel-hard (from Hising),:54,Hallvard Travel-hard,:1,:-1,:-1,:Egil
2305,"Hallvarðr Helgason, ",Hallvarðr Helgason,,,,,,,,
2306,"Hallvarðr Höskuldsson, bóndi á Borg, ",Hallvarðr Höskuldsson,,,,,,,,
2307,"Hallvarðr hrísi, at Hrísahváli, ",Hallvarðr hrísi,,,,,,,,
2308,"Hallvarðr inn hvíti, víkverskr stýrimaðr, ",Hallvarðr inn hvíti,,,,,,,,
2309,"Hallvarðr sóti, ",Hallvarðr sóti,,,,,,,,
2310,"Hallvarðr súgandi (Súgandi) landnm. í Súgandafirði, ",Hallvarðr súgandi (Súgandi) landnm. í Súgandafirði,,,,,,,,
2311,"Hallvarðr, faðir Más, ",Hallvarðr,370,Hallvard (Gisli Sursson's farmhand),:68:264,Hallvard,:1:1,:11:-1,:512:-1,:Gisla:Eyrbyggja
2312,"Hallvarðr, frændi Jóns byskups ins helga, ",Hallvarðr,,,,,,,,
2313,"Hallvarðr, húskarl Gísla Súrssonar, ",Hallvarðr,,,,,,,,
2314,"Hallvarðr, leysingi at Tjöru, ",Hallvarðr,,,,,,,,
2315,"Hallveig Bjarnardóttir, frá Svínhaga, kona Þorgeirs höggvinkinna Ormssonar ór Höfn, ",Hallveig Bjarnardóttir,,,,,,,,
2316,"Hallveig Einarsdóttir, kona Þorbjarnar Vífilssonar, ",Hallveig Einarsdóttir,,,,,,,,
2317,"Hallveig Fróðadóttir, kona Ingólfs Arnarsonar, ",Hallveig Fróðadóttir,,,,,,,,
2318,"Hallveig Hranadóttir hrings, ",Hallveig Hranadóttir hrings,,,,,,,,
2319,"Hallveig Oddadóttir, kona Jórundar Þorgilssonar, ",Hallveig Oddadóttir,,,,,,,,
2320,"Hallveig Skáld-Helgadóttir, ",Hallveig Skáld-Helgadóttir,,,,,,,,
2321,"Hallveig Þorbjarnardóttir, kona Þórðar lamba (Þorgeirssonar), ",Hallveig Þorbjarnardóttir,,,,,,,,
2322,"Hallveig Þorgrímsdóttir, kona Hrúts Herjólfssonar, ",Hallveig Þorgrímsdóttir,,,,,,,,
2323,"Hallveig Þorviðardóttir (Þormóðsdóttir), kona Özurar í Kampaholti, ",Hallveig Þorviðardóttir (Þormóðsdóttir),,,,,,,,
2324,"Hallveig, kona Helga Guðlaugssonar, ",Hallveig,,,,,,,,
2325,"Hallvör Bárðardóttir, kona Grímólfs Óláfssonar, ",Hallvör Bárðardóttir,,,,,,,,
2326,"Hallvör Oddadóttir, ",Hallvör Oddadóttir,,,,,,,,
2327,"Hallvör Þórhallsdóttir (Oddadóttir), kona Barkar Þormóðarsonar, ",Hallvör Þórhallsdóttir (Oddadóttir),,,,,,,,
2328,"Háls Þórisson (Fjörleifarson), ",Háls Þórisson (Fjörleifarson),,,,,,,,
2329,"Háma, víkingr, ",Háma,,,,,,,,
2330,"Hama, virkisbúi, ",Hama,,,,,,,,
2331,"Hamall Sigurðarson, ",Hamall Sigurðarson,,,,,,,,
2332,"Hamall Þormóðarson, ",Hamall Þormóðarson,,,,,,,,
2333,"Hámundr Gunnarsson, Baugssonar, ",Hámundr Gunnarsson,,,,,,,,
2334,"Hámundr Gunnarsson, frá Hlíðarenda (sbr. Högni í Njálu), ",Hámundr Gunnarsson,,,,,,,,
2335,"Hámundr Hjörsson heljarskinn, landnm. á Espihóli, ",Hámundr Hjörsson heljarskinn,,,,,,,,
2336,"Hámundr Hróarsson inn halti, ",Hámundr Hróarsson inn halti,,,,,,,,
2337,"Hámundr Tyrfingsson (réttara Bjarnarson, þ. e. Þorbjarnar prests Tyrfingssonar, sbr. Jóns sögu helga), prestr í Goðdölum, ",Hámundr Tyrfingsson (réttara Bjarnarson þ. e. Þorbjarnar prests Tyrfingssonar,,,,,,,,
2338,"Hámundr, fylgdarmaðr Illuga svarta, ",Hámundr,,,,,,,,
2339,"Hámundr, heimamaðr at Kaldbak, ",Hámundr,,,,,,,,
2340,"Hámundr, maðr Þórdísar á Löngunesi, ",Hámundr,,,,,,,,
2341,"Hánefr, bóndi í Óþveginstungu, ",Hánefr,,,,,,,,
2342,"Hangatýr, heiti Óðins, ",Hangatýr,,,,,,,,
2343,"Haraldr Egðakonungr, ",Haraldr Egðakonungr,,,,,,,,
2344,"Haraldr Eiríksson gráfeldr, Noregskonungr, ",Haraldr Eiríksson gráfeldr,374,Harald Eiriksson (Gunnhildarson) Grey-cloak,:205:467,Harald Eiriksson Greycloak,:1:1,:-1:19,:-1:300,:Egil:Laxdoela
2345,"Haraldr Gormsson blátönn, Danakonungr, ",Haraldr Gormsson blátönn,375,Harald Gormsson,:175,Harald Gormsson,:1,:-1,:-1,:Egil
2346,"Haraldr Guðinason, Englakonungr, ",Haraldr Guðinason,,,,,,,,
2347,"Haraldr Guðröðarson inn grenski, konungr yfir Vingulmörk, Vestfold ok Ögðum, ",Haraldr Guðröðarson inn grenski,,,,,,,,
2348,"Haraldr gullskeggr, konungr í Sogni, ",Haraldr gullskeggr,,,,,,,,
2349,"Haraldr Hálfdanarson inn hárfagri, Noregskonungr, ",Haraldr Hálfdanarson inn hárfagri,376,Harald Halfdanarson Fair-hair,:21:347:18:1:83,King Harald Fair-hair,:1:1:1:1:1,:-1:2:8:1:-1,:-1:276:201:438:-1,:Egil:Laxdoela:Vatnsdal:Hrafnkel:Eyrbyggja
2350,"Haraldr Hálfdanarson inn ungi, ",Haraldr Hálfdanarson inn ungi,,,,,,,,
2351,"Haraldr Hræreksson hilditönn, Danakonungr, ",Haraldr Hræreksson hilditönn,,,,,,,,
2352,"Haraldr hringr, landnm. at Hólum í Vestrhópi, ",Haraldr hringr,,,,,,,,
2353,"Haraldr Knútsson (Gull-Haraldr), ",Haraldr Knútsson (Gull-Haraldr),373,Harald (Gold-Harald),:280,Harald Knutsson Gold-Harald,:1,:-1,:-1,:Egil
2354,"Haraldr Magnússon gilli, Noregskonungr, ",Haraldr Magnússon gilli,,,,,,,,
2355,"Haraldr Sigurðarson inn harðráði, Noregskonungr, ",Haraldr Sigurðarson inn harðráði,377,Harald Sigurdarson,:616,King Harald Sigurdarson,:1,:50,:374,:Laxdoela
2356,"Haraldr Vésetason, jarl á Skáni, ",Haraldr Vésetason,,,,,,,,
2357,"Haraldr, jarl í Gautlandi, ",Haraldr,,,,,,,,
2358,"Haraldr, víkingr, ",Haraldr,,,,,,,,
2359,"Hárbarðr, heiti Óðins, ",Hárbarðr,,,,,,,,
2360,"Harðbeinn Helgason, ",Harðbeinn Helgason,379,Hardbein (father of Helgi Hardbeinsson),:629,Hardbein,:1,:54,:378,:Laxdoela
2361,"Harðrefr Ingjaldsson, ",Harðrefr Ingjaldsson,,,,,,,,
2362,"Harðverkr inn sterki, þursakonungr, ",Harðverkr inn sterki,,,,,,,,
2363,"Hárekr Eyvindarson, í Þjóttu, ",Hárekr Eyvindarson,,,,,,,,
2364,"Hárekr Hildiríðarson (Björgólfsson), ",Hárekr Hildiríðarson (Björgólfsson),381,Harek (son of Hildirid),:42,"Harek Son of Bjorgolf, Hildirid",:1,:-1,:-1,:Egil
2365,"Hárekr Upplendingajarl, ",Hárekr Upplendingajarl,,,,,,,,
2366,"Hárekr Þórólfsson viligísls, ",Hárekr Þórólfsson viligísls,,,,,,,,
2367,"Hárekr, á Reinu, ",Hárekr,,,,,,,,
2368,"Hárekr, ármaðr Haralds hárfagra, ",Hárekr,,,,,,,,
2369,"Hárekr, berserkr, ",Hárekr,,,,,,,,
2370,"Hárekr, bóndi í Þrándheimi, ",Hárekr,,,,,,,,
2371,"Hárekr, farmaðr, norrænn, ",Hárekr,,,,,,,,
2372,"Hárekr, í Ási í Kelduhverfi, ",Hárekr,,,,,,,,
2373,"Hárekr, í Orkneyjum, ",Hárekr,,,,,,,,
2374,"Hárekr, víkingr í Danmörku, ",Hárekr,,,,,,,,
2375,"Hárr inn harðgreipi, kappi Hrólfs konungs kraka, ",Hárr inn harðgreipi,,,,,,,,
2376,"Hárr, verkstjóri á Löngunesi, ",Hárr,,,,,,,,
2377,"Harri Helgason, ",Harri Helgason,,,,,,,,
2378,"Hásteinn Atlason jarls ins mjóva, landnm. á Stokkseyri (sbr. Hallsteinn), ",Hásteinn Atlason jarls ins mjóva,368,Hallstein (son of Earl Atli),:17,Hallstein Atli's son,:1,:-1,:-1,:Egil
2379,"Hásteinn Hrómundarson ins haka (sbr. Hallsteinn), ",Hásteinn Hrómundarson ins haka (sbr. Hallsteinn),,,,,,,,
2380,"Hásteinn, í Suðreyjum, ",Hásteinn,,,,,,,,
2381,"Hauknefr, virkisbúi, ",Hauknefr,,,,,,,,
2382,"Haukr berserkr annar, at Haukagili, ",Haukr berserkr annar,,,,,,,,
2383,"Haukr berserkr, at Haukagili í Vatnsdal, ",Haukr berserkr,384,Hauk (two berserks with the same name),:134,Hauk two berserks with the same name,:2,:46,:265,:Vatnsdal
2384,"Haukr Egilsson, í Sandgili, ",Haukr Egilsson,,,,,,,,
2385,"Haukr Erlendsson, lögmaðr ok riddari, ",Haukr Erlendsson,,,,,,,,
2386,"Haukr hábrók, ",Haukr hábrók,,,,,,,,
2387,"Haukr Loftsson, fylgdarmaðr Bjarna Brodd-Helgasonar, ",Haukr Loftsson,,,,,,,,
2388,"Haukr, at Rannveigarstöðum, ",Haukr,,,,,,,,
2389,"Haukr, bróðir Hrana, ",Haukr,,,,,,,,
2390,"Haukr, fylgdarmaðr Snorra goða, ",Haukr,384,Hauk (two berserks with the same name),:301,Hauk,:1,:-1,:-1,:Eyrbyggja
2391,"Haukr, landnm. at Hauksgröfum, ",Haukr,,,,,,,,
2392,"Haukr, víkingr, ",Haukr,,,,,,,,
2393,"Hávarðr harðbeinn, víkingr, ",Hávarðr harðbeinn,,,,,,,,
2394,"Hávarðr hegri, landnm. í Hegranesi, ",Hávarðr hegri,,,,,,,,
2395,"Hávarðr inn halti, Ísfirðingr, ",Hávarðr inn halti,,,,,,,,
2396,"Hávarðr Þórisson (Fjörleifarson), í Fellsmúla, ",Hávarðr Þórisson (Fjörleifarson),,,,,,,,
2397,"Hávarðr, at Hávarðsstöðum í Þorvaldsdal, ",Hávarðr,385,Havard (farmhand of Gisli Sursson),:69:94,Havard,:1:1,:11:31,:512:546,:Gisla:Gisla
2398,"Hávarðr, bóndi í Ísólfstungu, ",Hávarðr,,,,,,,,
2399,"Hávarðr, brezkr maðr, ",Hávarðr,,,,,,,,
2400,"Hávarðr, frændi Gests Oddleifssonar, ",Hávarðr,,,,,,,,
2401,"Hávarðr, húskarl Gísla Súrssonar, ",Hávarðr,,,,,,,,
2402,"Hávarðs Austmaðr, ",Hávarðs Austmaðr,,,,,,,,
2403,"Hávarðs í Þrasvík, ",Hávarðs í Þrasvík,,,,,,,,
2404,"Hávarr Bersason, í Vallanesi, ",Hávarr Bersason,,,,,,,,
2405,"Hávarr Einarsson, ",Hávarr Einarsson,,,,,,,,
2406,"Hávarr Kleppsson, á Jökulkeldu ok Hávarsstöðum (Hávarr Ein arsson), ",Hávarr Kleppsson,,,,,,,,
2407,"Heðinn Arnmóðsson, ",Heðinn Arnmóðsson,,,,,,,,
2408,"Heðinn Gilsson skeiðarnefs, ",Heðinn Gilsson skeiðarnefs,,,,,,,,
2409,"Heðinn Hjarrandason, fornkonungr í Noregi, ",Heðinn Hjarrandason,,,,,,,,
2410,"Heðinn Karlsson, í Heðinsfirði, ",Heðinn Karlsson,,,,,,,,
2411,"Heðinn Þorbjarnarson inn mildi, á Svalbarði, ",Heðinn Þorbjarnarson inn mildi,,,,,,,,
2412,"Heðinn Þorfinnsson, ",Heðinn Þorfinnsson,,,,,,,,
2413,"Heðinn Þorsteinsson, landnm. at Heðinshöfða, ",Heðinn Þorsteinsson,,,,,,,,
2414,"Heðinn, ",Heðinn,,,,,,,,
2415,"Heðinn, ",Heðinn,,,,,,,,
2416,"Heðinn, í Kerlingardal (Galdra-Heðinn), ",Heðinn,,,,,,,,
2417,"Heðinn, í Sóknadal, ",Heðinn,,,,,,,,
2418,"Heðinn, maðr Arndísar, ",Heðinn,,,,,,,,
2419,"Heðinn, ór Mjölu á Hálogalandi, ",Heðinn,,,,,,,,
2420,"Heggr Þórisson, í Vogi í Selvogi, ",Heggr Þórisson,,,,,,,,
2421,"Heggr, bóndi á Heggsstöðum, ",Heggr,387,Hegg from Heggsstadir,:156,Hegg,:1,:-1,:-1,:Egil
2422,"Heiðr völva, ",Heiðr völva,,,,,,,,
2423,"Heiðr, jötunn, ",Heiðr,,,,,,,,
2424,"Heimdallr, áss, ",Heimdallr,,,,,,,,
2425,"Heimir jarl, í Hlymdölum, ",Heimir jarl,,,,,,,,
2426,"Heimlaug völva, á Völustöðum, ",Heimlaug völva,,,,,,,,
2427,"Heimlaug Þórarinsdóttir, kona Lofts Ormssonar, ",Heimlaug Þórarinsdóttir,,,,,,,,
2428,"Heinrekr byskup (á 11. öld), ",Heinrekr byskup (á 11. öld),,,,,,,,
2429,"Heiti, sækonungr, ",Heiti,,,,,,,,
2430,"Heklu-Skeggi, vinr Klaufa, ",Heklu-Skeggi,,,,,,,,
2431,"Hel, dánargyðja, ",Hel,,,,,,,,
2432,"Helena Burizláfsdóttir, ",Helena Burizláfsdóttir,,,,,,,,
2433,"Helga Ánsdóttir bogsveigis, kona Gríms loðinkinna, ",Helga Ánsdóttir bogsveigis,392,Helga Ansdottir (Bow-bender; mother of An Grimsson Red-cloak),:44,Helga,:0,:4,:504,:Gisla
2434,"Helga Árnadóttir, kona Arngríms Guðmundarsonar, ",Helga Árnadóttir,,,,,,,,
2435,"Helga Arnardóttir, kona Hjörleifs Hróðmarssonar, ",Helga Arnardóttir,,,,,,,,
2436,"Helga Ásbjarnardóttir, kona Þjóstólfs ins hamramma, ",Helga Ásbjarnardóttir,,,,,,,,
2437,"Helga Ásgeirsdóttir kneifar, ",Helga Ásgeirsdóttir kneifar,,,,,,,,
2438,"Helga Bárðardóttir Snæfellsáss, ",Helga Bárðardóttir Snæfellsáss,,,,,,,,
2439,"Helga Bjarnadóttir, Bjarnasonar, frilla Sighvats Sturlusonar, svo kona Halldórs prests Oddssonar, ",Helga Bjarnadóttir,,,,,,,,
2440,"Helga Bjarnardóttir, kona Króka-Refs, ",Helga Bjarnardóttir,,,,,,,,
2441,"Helga Bjólfsdóttir, kona Áns ins ramma, ",Helga Bjólfsdóttir,,,,,,,,
2442,"Helga Einarsdóttir, kona Ljóts Hallssonar, svo Þorgils Arason ar, ",Helga Einarsdóttir,,,,,,,,
2443,"Helga Erlingsdóttir knýtis, seinni kona Bjarnar gauzka Hrólfssonar, ",Helga Erlingsdóttir knýtis,,,,,,,,
2444,"Helga Eyjólfsdóttir, kona Steingríms í Sigluvík, ",Helga Eyjólfsdóttir,,,,,,,,
2445,"Helga Eyjólfsdóttir, kona Úlfs Skeggjasonar, ",Helga Eyjólfsdóttir,,,,,,,,
2446,"Helga Fróðadóttir, kona Ögmundar Kormákssonar, ",Helga Fróðadóttir,,,,,,,,
2447,"Helga Granadóttir, kona Háls Fjörleifssonar, ",Helga Granadóttir,,,,,,,,
2448,"Helga Haraldsdóttir, kona Harðar Grímkelssonar, ",Helga Haraldsdóttir,,,,,,,,
2449,"Helga Helgadóttir ins magra, kona Auðunar rotins Þórólfssonar, svo Hámundar Hjörssonar heljarskinn, ",Helga Helgadóttir ins magra,,,,,,,,
2450,"Helga Helgadóttir, Ketilssonar hængs, kona Oddbjarnar askasmiðs, ",Helga Helgadóttir,,,,,,,,
2451,"Helga Hólmsteinsdóttir, Órækjusonar, móðir Hólmsteins, ",Helga Hólmsteinsdóttir,,,,,,,,
2452,"Helga Hrólfsdóttir rauðskeggs, kona Helga hrogns Ketilssonar, ",Helga Hrólfsdóttir rauðskeggs,,,,,,,,
2453,"Helga Ingjaldsdóttir, kona Gríms Droplaugarsonar, ",Helga Ingjaldsdóttir,,,,,,,,
2454,"Helga Jónsdóttir, kona Þóris Brandssonar, ",Helga Jónsdóttir,,,,,,,,
