Canonical_ID,Name,Ori_Name,Egil_Saga,People_Of_Vatnsdal,People_Of_Laxardal,Bolli_Bollason_Tale,Hrafnkel_Frey_Godi,Confederates,Gisli_Sursson_Saga,Gunnlaug_Serpent_tongue,Ref_the_S,Vinland_Sagas,Greenlanders,Eirik_Red_Saga,Thorstein_Staff_struck,Halldor_Snorrason_II,Sarcastic_Halli,Thorstein_Shiver,Audun_From_West_Fjords,Story_wise_Icelander
1281,Eyvindr Þorsteinsson,"Eyvindr Þorsteinsson, landnm. á Helgastöðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1282,Eyvindr Þorvaldsson hreims,"Eyvindr Þorvaldsson hreims, í Greipum norðr, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1283,Eyvindr,"Eyvindr, at Eyvindarstöðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1284,Eyvindr,"Eyvindr, Austmaðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1285,Eyvindr,"Eyvindr, landnm. í Kvíguvágum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1286,Eyvindr,"Eyvindr, landnm. í Mjóvafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1287,Eyvindr,"Eyvindr, lendr maðr á Upplöndum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1288,Eyvindr,"Eyvindr, ráðgjafi Hákonar jarls Grjótgarðssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1289,Eyvindr,"Eyvindr, skósveinn Þórarins Hall-kelssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1290,Eyvindr,"Eyvindr, stýrimaðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1291,Eyvör Hröngviðardóttir,"Eyvör Hröngviðardóttir, kona Þorfinns Vésteinssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1292,Eyvör Leifsdóttir,"Eyvör Leifsdóttir, kona Þorláks Bergþórssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1293,Eyvör Þórisdóttir,"Eyvör Þórisdóttir, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1294,Fála,"Fála, flagðkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1295,Falgeirr Hámundarson (Þórdísarson),"Falgeirr Hámundarson (Þórdísarson), á Löngunesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1296,Fár,"Fár, í Fiskilækjarhverfi, dulnefni Víga-Skútu, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1297,Faravið,"Faravið, konungr af Kvenlandi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1298,Farmatýr,"Farmatýr, heiti Óðins, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1299,Fastný Brynjólfsdóttir,"Fastný Brynjólfsdóttir, kona Þorsteins Skjöldólfssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1300,Faxa-Brandr,"Faxa-Brandr, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1301,Faxi,"Faxi, skipveri Hrafna-Flóka, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1302,Fenja,"Fenja, tröllkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1305,Fífl-Egill,"Fífl-Egill, grænlenzkr maðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1306,Filippus Hallsteinsson,"Filippus Hallsteinsson, konungr í Svíþjóð, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1307,Finna Hrútsdóttir,"Finna Hrútsdóttir, Herjólfssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1308,Finna in fagra,"Finna in fagra, kona Hólmgöngu-Bersa, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1309,Finna Skaftadóttir,"Finna Skaftadóttir, kona Refs ins mikla, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1310,Finna Þormóðardóttir,"Finna Þormóðardóttir, kona Þórorms í Karlafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1311,Finnálfr,"Finnálfr, berserkr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1312,Finnbogi Ásbjarnarson inn rammi (Urðarköttr),"Finnbogi Ásbjarnarson inn rammi (Urðarköttr), á Borg í Víðidal, svo á Finnbogastöðum í Trékyllisvík, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1313,Finnbogi Bárðarson,"Finnbogi Bárðarson, stýrimaðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1314,Finnbogi Helgason,"Finnbogi Helgason, ór Hofgörðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1315,Finnbogi inn rammi Geirsson,"Finnbogi inn rammi Geirsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1316,Finnbogi Kolbeinsson,"Finnbogi Kolbeinsson, í Fagraskógi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1317,Finnbogi Þorgeirsson,"Finnbogi Þorgeirsson, ór Hítardal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1318,Finnbogi,"Finnbogi, stýrimaðr, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1319,Finngeirr Þorsteinsson,"Finngeirr Þorsteinsson, landnm. í Álftafirði á Snæfellsnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1320,Finngeirr,"Finngeirr, bóndi á Upplöndum, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1321,Finni Möttulsson,"Finni Möttulsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1323,Finni,"Finni, bóndi í Fnjóskadal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1324,Finni,"Finni, landnm. í Finnafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1325,Finnr Árnason jarl,"Finnr Árnason jarl, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1326,Finnr Arnórsson,"Finnr Arnórsson, prestr (Hamra-Finnr), ",False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1327,Finnr Eyvindarson inn skjálgi,"Finnr Eyvindarson inn skjálgi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1328,Finnr Hallsson prestr ok lögsögumaðr,"Finnr Hallsson prestr ok lögsögumaðr, í Hofteigi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1329,Finnr inn auðgi Halldórsson,"Finnr inn auðgi Halldórsson, landnm. at Miðfelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1330,Finnr Jörundarson (Þorfinnr),"Finnr Jörundarson (Þorfinnr), á Breiðabólstað í Vestrhópi, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1331,Finnr Ketilsson (Fiska-Finnr,"Finnr Ketilsson (Fiska-Finnr, Fjarska-Finnr), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1332,Finnr Otkelsson tjörva (Fiðr),"Finnr Otkelsson tjörva (Fiðr), landnm. at Öxará (= Þorfinnr máni Áskelsson torfa), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1333,Finnr Rauða-Bjarnarson inn sterki,"Finnr Rauða-Bjarnarson inn sterki, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1334,Finnvarðr Hallkelsson,"Finnvarðr Hallkelsson, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1335,Finnvarðr Þorkelsson,"Finnvarðr Þorkelsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1337,Fjall-Oddr,"Fjall-Oddr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1338,Fjalla-Teitr,"Fjalla-Teitr, útilegumaðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1340,Fjögramaki,"Fjögramaki, hellismaðr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1341,Fjölnir Freysson,"Fjölnir Freysson, Svíadróttinn, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1342,Fjölnir,"Fjölnir, heiti Óðins, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1343,Fjörgyn,"Fjörgyn, móðir Þórs (Jörð), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1344,Fjörleif Eyvindardóttir,"Fjörleif Eyvindardóttir, kona Þóris leðrháls Þorsteinssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1345,Fjörleifr Egðakappi,"Fjörleifr Egðakappi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1346,Fjöruskeifr,"Fjöruskeifr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1347,Fjötra,"Fjötra, valkyrja, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1348,Flanka,"Flanka, tröllkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1349,Flannhildr,"Flannhildr, tröllkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1350,Flatnefjungr (= Þórir Ketilsson),"Flatnefjungr (= Þórir Ketilsson), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1351,Flaumgerðr Bárðardóttir Snæfellsáss,"Flaumgerðr Bárðardóttir Snæfellsáss, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1352,Flaumgerðr Dofradóttir,"Flaumgerðr Dofradóttir, kona Bárðar Dumbssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1353,Flesmu-Björn,"Flesmu-Björn, kappi Óláfs Tryggvasonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1355,Flóki,"Flóki, landnm. í Flókadal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1356,Flórsokka,"Flórsokka, tröllkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1357,Flosi Bjarnason prestr,"Flosi Bjarnason prestr, á Baugstöðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1358,Flosi Eiríksson snöru,"Flosi Eiríksson snöru, í Árnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1359,Flosi Kárason,"Flosi Kárason, Sölmundarsonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1360,Flosi Kolbeinsson,"Flosi Kolbeinsson, Flosasonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1361,Flosi Úlfsson,"Flosi Úlfsson, ór Úlfsdölum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1362,Flosi Valla-Brandsson,"Flosi Valla-Brandsson, á Völlum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1363,Flosi Þorbjarnarson ins gaulverska,"Flosi Þorbjarnarson ins gaulverska, landnm. í Skarfanesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1364,Flosi Þórðarson,"Flosi Þórðarson, at Svínafelli (Brennu-Flosi), ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1365,Flugu-Grímr Snorrason,"Flugu-Grímr Snorrason, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1366,Fóca,"Fóca, keisari í Miklagarði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1367,Fold,"Fold, ásynja (Jörð), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1369,Forni,"Forni, at Sólarfjöllum, ",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1370,Forni,"Forni, í Haga, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1371,Föstólfr,"Föstólfr, í Engihlíð (Fóstólfr), ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1373,Frænir jötunn,"Frænir jötunn, í Njórunnarhelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1374,Frakki Helgason,"Frakki Helgason, í Frakkadal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1375,Freydís Eiríksdóttir,"Freydís Eiríksdóttir, kona Þorvarðs í Görðum, ",False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1376,Freygerðr Arnþjófsdóttir,"Freygerðr Arnþjófsdóttir, kona Skeggja Gunnarssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1377,Freygerðr Hrafnsdóttir heimska,"Freygerðr Hrafnsdóttir heimska, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1378,Freygerðr,"Freygerðr, húsfreyja, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1379,Freyja,"Freyja, ásynja, ",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1380,Freyr Njarðarson,"Freyr Njarðarson, Svíadróttinn (Yngvi-Freyr), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1381,Freyr,"Freyr, áss, ",True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False
1382,Freysteinn bófi,"Freysteinn bófi, fóstri Þorbrands í Álftafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1383,Freysteinn inn fagri Grímkelsson,"Freysteinn inn fagri Grímkelsson, landnm. á Barðsnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1384,Freyviðr Alfsson,"Freyviðr Alfsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1386,Friðgeirr Gyðuson,"Friðgeirr Gyðuson, á Blindheimi, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1387,Friðgerðr Hyrningsdóttir,"Friðgerðr Hyrningsdóttir, kona Þórodds, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1388,Friðgerðr Illugadóttir,"Friðgerðr Illugadóttir, kona Odds Draflasonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1389,Friðgerðr Ísólfsdóttir,"Friðgerðr Ísólfsdóttir, af Tjörnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1390,Friðgerðr Kjarvalsdóttir,"Friðgerðr Kjarvalsdóttir, kona Þóris hímu, ",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1391,Friðgerðr Þórðardóttir frá Höfða,"Friðgerðr Þórðardóttir frá Höfða, kona Þórarins fylsennis Þórðarsonar gellis, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1392,Friðleifr,"Friðleifr, landnm. í Hold, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1393,Friðmundr,"Friðmundr, landnm., í Forsæludal, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1394,Fríðr Dofradóttir,"Fríðr Dofradóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1395,Fríðr,"Fríðr, ásynja, ",False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1396,Friðrekr byskup,"Friðrekr byskup, kristniboði, ",False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1397,Frigg,"Frigg, ásynja, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1398,Fróði Friðleifsson frækni,"Fróði Friðleifsson frækni, konungr, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1399,Fróði Friðleifsson,"Fróði Friðleifsson, Skjaldarsonar (Frið-Fróði), konungr í Hleiðru, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1400,Fróði jarl,"Fróði jarl, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1401,Fróði Ögmundarson,"Fróði Ögmundarson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1402,Fróði Vémundarson ins gamla,"Fróði Vémundarson ins gamla, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1403,Fróði,"Fróði, einn af Gíslungum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1404,Fróði,"Fróði, fóstrsonr Eiríks blóðöxar, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1405,Frosta Varðadóttir,"Frosta Varðadóttir, flagðkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1406,Fulla (Fylla),"Fulla (Fylla), þerna Friggjar, ",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1407,Gála,"Gála, flagðkona, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1409,Galmr,"Galmr, landnm. á Galmaströnd, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1410,Galti Arnmóðsson skjálga,"Galti Arnmóðsson skjálga, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1411,Galti Grísson,"Galti Grísson, í Ási í Kelduhverfi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1412,Galti Hallfreðarson,"Galti Hallfreðarson, bóndi í Sogni, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1413,Galti inn sterki,"Galti inn sterki, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1414,Galti Kjölvararson,"Galti Kjölvararson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1415,Galti Óttarsson,"Galti Óttarsson, bróðir Hallfreðar, ",False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1416,Galti Vésteinsson,"Galti Vésteinsson, ór Þrumu, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1417,Galti Þorfinnsson,"Galti Þorfinnsson, frá Rauðamel, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1419,Galti,"Galti, fylgdarmaðr Steinólfs, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1420,Galti,"Galti, í Arnarnesi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1421,Gamli Eiríksson (Gunnhildarson),"Gamli Eiríksson (Gunnhildarson), konungr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1422,Gamli Skeggjason,"Gamli Skeggjason, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1423,Gamli Þórðarson,"Gamli Þórðarson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1424,Gamli Þórhallsson (Þórðarson),"Gamli Þórhallsson (Þórðarson), á Melum í Hrútafirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1425,Gamli,"Gamli, bóndi í Eiríksfjarðarbotni, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1426,Gandeiðr Dofradóttir,"Gandeiðr Dofradóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1427,Gangr,"Gangr, jötunn, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1428,Gapi,"Gapi, jötunn, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1430,Garðarr Svafarsson sæfari,"Garðarr Svafarsson sæfari, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1431,Garðarr,"Garðarr, verkstjóri í Lýsufirði, ",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1432,Garpr,"Garpr, stigamaðr á Jöruskógi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1433,Gaukr Trandilsson (Þorkelsson trandils),"Gaukr Trandilsson (Þorkelsson trandils), at Stöng, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1434,Gaukr,"Gaukr, bóndi at Gauksstöðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1435,Gauss,"Gauss, víkingr, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1436,Gauti Ármóðsson,"Gauti Ármóðsson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1437,Gauti,"Gauti, heiti Óðins, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1438,Gauti,"Gauti, í Gautavík, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1439,Gautr Gautreksson,"Gautr Gautreksson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1440,Gautr inn stórhenti,"Gautr inn stórhenti, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1441,Gautr Sleituson,"Gautr Sleituson, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1442,Gautr,"Gautr, berserkr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1443,Gautr,"Gautr, bóndi á Gautlöndum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1444,Gautr,"Gautr, heiti Óðins, ",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1445,Gautr,"Gautr, í Gautsdal, ",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1447,Gautr,"Gautr, víkingr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1448,Gautrekr inn örvi,"Gautrekr inn örvi, Gautakonungr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1449,Gefjun in fjölkunnuga,"Gefjun in fjölkunnuga, frilla Gauss víkings, ",False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1450,Gefjun,"Gefjun, ásynja, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1451,Gefn,"Gefn, ásynja, ",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
1452,Gefnar-Oddr,"Gefnar-Oddr, á Bakka, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1453,Geirbjörg Bálkadóttir,"Geirbjörg Bálkadóttir, kona Þorgeirs melduns í Tungufelli, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1454,Geirdís,"Geirdís, í Hold, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1455,Geirdís,"Geirdís, kona Geirs á Geirslandi, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1456,Geirdís,"Geirdís, líklega kona Vallands, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1457,Geirfinnr Sölvason inn rauði,"Geirfinnr Sölvason inn rauði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1458,Geirhamðir,"Geirhamðir, jötunn, ",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1459,Geirhildr Eiríksdóttir ölfúss,"Geirhildr Eiríksdóttir ölfúss, kona Ásgríms Öndóttssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1460,Geirhildr Flókadóttir,"Geirhildr Flókadóttir, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1461,Geirhildr Gripsdótrir,"Geirhildr Gripsdótrir, kona Vésteins Geirmundssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1462,Geirhildr,"Geirhildr, í Geirhildargörðum, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1463,Geiri Bjarnarson,"Geiri Bjarnarson, at Lundum (þ. e. Lyngum), ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1464,Geiri Þorkelsson læknis,"Geiri Þorkelsson læknis, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1465,Geiri,"Geiri, í Hold, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1466,Geiri,"Geiri, landnm. á Geirastöðum við Mývatn, síðast í Geiradal í Króksfirði, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1467,Geiri,"Geiri, víkingr, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1468,Geirlaug Árnadóttir,"Geirlaug Árnadóttir, kona Högna prests ins auðga Þormóðarsonar í Bæ, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1470,Geirlaug Skúladóttir herkju,"Geirlaug Skúladóttir herkju, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1471,Geirlaug Steinmóðardótdr,"Geirlaug Steinmóðardótdr, kona Orms Koðránssonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1472,Geirlaug Þormóðardóttir ins gamla (Þórlaug),"Geirlaug Þormóðardóttir ins gamla (Þórlaug), kona Önundar breiðskeggs, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1473,Geirlaug,"Geirlaug, húsfreyja at Breiðabólstað, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1474,Geirlaug,"Geirlaug, kona Þóris Helgasonar, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1475,Geirleifr Eiríksson,"Geirleifr Eiríksson, landnámsm. á Barðaströnd, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1476,Geirleifr gauzki,"Geirleifr gauzki, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1477,Geirleifr Hrappsson,"Geirleifr Hrappsson, landnm. í Haganum forna í Hörgárdal, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1478,Geirleifr Önundarson töskubaks,"Geirleifr Önundarson töskubaks, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1479,Geirmundr Bjarnarson gullbera,"Geirmundr Bjarnarson gullbera, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1480,Geirmundr Eiríksson örðigskeggja,"Geirmundr Eiríksson örðigskeggja, ",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1481,Geirmundr gnýr,"Geirmundr gnýr, hörzkr maðr, ",False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
